pm1_0_mass_conc,datetime
11.38088321685791,2023-07-26 08:52:22.480204
11.344882011413574,2023-07-26 08:52:23.687185
11.303586959838867,2023-07-26 08:52:24.895770
11.202751159667969,2023-07-26 08:52:26.108076
10.99903678894043,2023-07-26 08:52:27.322975
10.954183578491211,2023-07-26 08:52:28.535099
10.895776748657227,2023-07-26 08:52:29.752744
10.822673797607422,2023-07-26 08:52:30.968570
10.689743995666504,2023-07-26 08:52:32.181204
10.628600120544434,2023-07-26 08:52:33.390846
10.551519393920898,2023-07-26 08:52:34.602137
10.517802238464355,2023-07-26 08:52:35.813857
10.448042869567871,2023-07-26 08:52:37.019232
10.26427936553955,2023-07-26 08:52:38.229957
10.187721252441406,2023-07-26 08:52:39.445635
10.144243240356445,2023-07-26 08:52:40.660955
10.108227729797363,2023-07-26 08:52:41.876356
10.064423561096191,2023-07-26 08:52:43.091546
10.009871482849121,2023-07-26 08:52:44.308964
10.02793025970459,2023-07-26 08:52:45.525867
10.017212867736816,2023-07-26 08:52:46.737077
10.035780906677246,2023-07-26 08:52:47.946852
10.068109512329102,2023-07-26 08:52:49.161448
10.097417831420898,2023-07-26 08:52:50.370306
10.155055046081543,2023-07-26 08:52:51.596549
10.205164909362793,2023-07-26 08:52:52.807589
10.211294174194336,2023-07-26 08:52:54.015407
10.388703346252441,2023-07-26 08:52:55.224210
10.418654441833496,2023-07-26 08:52:56.431198
10.42134952545166,2023-07-26 08:52:57.644078
10.416730880737305,2023-07-26 08:52:58.855676
10.293957710266113,2023-07-26 08:53:00.071824
10.2127685546875,2023-07-26 08:53:01.289328
10.14225959777832,2023-07-26 08:53:02.502466
10.103642463684082,2023-07-26 08:53:03.715758
10.083824157714844,2023-07-26 08:53:04.931693
10.07072925567627,2023-07-26 08:53:06.148432
10.03197193145752,2023-07-26 08:53:07.359229
10.050031661987305,2023-07-26 08:53:08.572338
10.039178848266602,2023-07-26 08:53:09.789304
10.005001068115234,2023-07-26 08:53:10.997346
9.943676948547363,2023-07-26 08:53:12.207271
9.951228141784668,2023-07-26 08:53:13.420621
10.007768630981445,2023-07-26 08:53:14.629768
10.051036834716797,2023-07-26 08:53:15.838192
9.939414978027344,2023-07-26 08:53:17.044546
9.8757963180542,2023-07-26 08:53:18.253575
9.82310676574707,2023-07-26 08:53:19.463123
9.802094459533691,2023-07-26 08:53:20.677101
9.747062683105469,2023-07-26 08:53:21.886957
9.695500373840332,2023-07-26 08:53:23.101281
9.706685066223145,2023-07-26 08:53:24.317098
9.738765716552734,2023-07-26 08:53:25.530135
9.764874458312988,2023-07-26 08:53:26.742281
9.808362007141113,2023-07-26 08:53:27.960352
9.983827590942383,2023-07-26 08:53:29.176448
10.071548461914062,2023-07-26 08:53:30.394059
10.206917762756348,2023-07-26 08:53:31.611996
10.3719482421875,2023-07-26 08:53:32.825135
10.530332565307617,2023-07-26 08:53:34.036489
10.597321510314941,2023-07-26 08:53:35.247481
10.680516242980957,2023-07-26 08:53:36.461754
10.768680572509766,2023-07-26 08:53:37.673851
10.844985008239746,2023-07-26 08:53:38.889421
11.081777572631836,2023-07-26 08:53:40.098887
11.152276039123535,2023-07-26 08:53:41.309711
11.135453224182129,2023-07-26 08:53:42.526331
11.10042953491211,2023-07-26 08:53:43.739416
77.13783264160156,2023-07-26 08:53:44.955019
102.61713409423828,2023-07-26 08:53:46.168412
122.70378112792969,2023-07-26 08:53:47.385177
119.61891174316406,2023-07-26 08:53:48.600587
118.97781372070312,2023-07-26 08:53:49.816485
144.28439331054688,2023-07-26 08:53:51.027393
149.7803192138672,2023-07-26 08:53:52.241737
169.29734802246094,2023-07-26 08:53:53.456937
169.21937561035156,2023-07-26 08:53:54.663753
170.01893615722656,2023-07-26 08:53:55.880845
158.27902221679688,2023-07-26 08:53:57.088911
128.82037353515625,2023-07-26 08:53:58.299174
130.57421875,2023-07-26 08:53:59.509853
139.92616271972656,2023-07-26 08:54:00.721945
153.7310028076172,2023-07-26 08:54:01.934938
149.13087463378906,2023-07-26 08:54:03.145878
146.15618896484375,2023-07-26 08:54:04.355408
145.3143768310547,2023-07-26 08:54:05.564096
150.4325408935547,2023-07-26 08:54:06.776149
215.45950317382812,2023-07-26 08:54:07.988475
238.2908935546875,2023-07-26 08:54:09.202228
235.7942352294922,2023-07-26 08:54:10.414908
211.8939666748047,2023-07-26 08:54:11.629261
194.35121154785156,2023-07-26 08:54:12.846796
173.76268005371094,2023-07-26 08:54:14.064450
191.0028076171875,2023-07-26 08:54:15.278680
