pm1_0_mass_conc,datetime
7.072227478027344,2023-07-25 16:06:07.334147
7.040177822113037,2023-07-25 16:06:08.541506
6.9156317710876465,2023-07-25 16:06:09.753133
6.860151767730713,2023-07-25 16:06:10.970443
6.793219566345215,2023-07-25 16:06:12.185559
6.725891590118408,2023-07-25 16:06:13.401214
6.679354667663574,2023-07-25 16:06:14.619365
6.618969440460205,2023-07-25 16:06:15.830265
6.616384983062744,2023-07-25 16:06:17.042588
6.623109340667725,2023-07-25 16:06:18.255944
6.614850044250488,2023-07-25 16:06:19.463286
6.5867919921875,2023-07-25 16:06:20.675462
6.552215576171875,2023-07-25 16:06:21.890076
6.511204242706299,2023-07-25 16:06:23.095463
6.472785949707031,2023-07-25 16:06:24.304154
6.444288730621338,2023-07-25 16:06:25.516689
6.565643787384033,2023-07-25 16:06:26.725262
19.542585372924805,2023-07-25 16:06:27.933203
44.46992111206055,2023-07-25 16:06:29.148525
69.96693420410156,2023-07-25 16:06:30.358956
80.89278411865234,2023-07-25 16:06:31.569377
97.8621597290039,2023-07-25 16:06:32.785692
106.46009826660156,2023-07-25 16:06:34.001218
104.79083251953125,2023-07-25 16:06:35.211598
100.67596435546875,2023-07-25 16:06:36.426809
93.47921752929688,2023-07-25 16:06:37.640287
90.67431640625,2023-07-25 16:06:38.852666
88.50563049316406,2023-07-25 16:06:40.062753
86.1592788696289,2023-07-25 16:06:41.274169
83.16014099121094,2023-07-25 16:06:42.486258
80.8394546508789,2023-07-25 16:06:43.696051
81.2260971069336,2023-07-25 16:06:44.910298
81.84721374511719,2023-07-25 16:06:46.119348
82.4255142211914,2023-07-25 16:06:47.330457
83.88212585449219,2023-07-25 16:06:48.538522
97.51415252685547,2023-07-25 16:06:49.751059
108.14871215820312,2023-07-25 16:06:50.963577
127.63088989257812,2023-07-25 16:06:52.172702
136.5243377685547,2023-07-25 16:06:53.383434
150.65512084960938,2023-07-25 16:06:54.596575
154.47169494628906,2023-07-25 16:06:55.805485
156.59317016601562,2023-07-25 16:06:57.014999
157.06028747558594,2023-07-25 16:06:58.224177
156.18289184570312,2023-07-25 16:06:59.434626
160.82017517089844,2023-07-25 16:07:00.648487
163.44285583496094,2023-07-25 16:07:01.865173
165.75918579101562,2023-07-25 16:07:03.082962
167.24197387695312,2023-07-25 16:07:04.292597
168.1273956298828,2023-07-25 16:07:05.508507
168.9992218017578,2023-07-25 16:07:06.720576
169.5403594970703,2023-07-25 16:07:07.936173
169.83782958984375,2023-07-25 16:07:09.144888
170.27984619140625,2023-07-25 16:07:10.355636
171.44696044921875,2023-07-25 16:07:11.566703
171.89572143554688,2023-07-25 16:07:12.776693
172.41526794433594,2023-07-25 16:07:13.985456
173.12205505371094,2023-07-25 16:07:15.195615
173.9368133544922,2023-07-25 16:07:16.403174
174.96127319335938,2023-07-25 16:07:17.615232
175.17002868652344,2023-07-25 16:07:18.828100
174.99864196777344,2023-07-25 16:07:20.039155
174.86158752441406,2023-07-25 16:07:21.251341
174.81443786621094,2023-07-25 16:07:22.463477
174.2417755126953,2023-07-25 16:07:23.672847
139.97630310058594,2023-07-25 16:07:24.885585
107.73771667480469,2023-07-25 16:07:26.096390
85.48228454589844,2023-07-25 16:07:27.302239
71.13088989257812,2023-07-25 16:07:28.515204
64.9555435180664,2023-07-25 16:07:29.720391
64.74799346923828,2023-07-25 16:07:30.930685
77.1302261352539,2023-07-25 16:07:32.143282
99.14627075195312,2023-07-25 16:07:33.356660
138.17262268066406,2023-07-25 16:07:34.568704
150.2853546142578,2023-07-25 16:07:35.778887
151.3481903076172,2023-07-25 16:07:36.990953
155.6185302734375,2023-07-25 16:07:38.199192
160.36196899414062,2023-07-25 16:07:39.415982
163.0489959716797,2023-07-25 16:07:40.627168
163.20880126953125,2023-07-25 16:07:41.841318
164.25808715820312,2023-07-25 16:07:43.052719
165.52587890625,2023-07-25 16:07:44.261680
166.72625732421875,2023-07-25 16:07:45.467500
167.54971313476562,2023-07-25 16:07:46.678461
168.53189086914062,2023-07-25 16:07:47.888542
169.440185546875,2023-07-25 16:07:49.096426
170.26443481445312,2023-07-25 16:07:50.303519
171.6854248046875,2023-07-25 16:07:51.515549
172.28196716308594,2023-07-25 16:07:52.722105
173.16246032714844,2023-07-25 16:07:53.934302
173.53314208984375,2023-07-25 16:07:55.149288
174.2102508544922,2023-07-25 16:07:56.362150
175.4739227294922,2023-07-25 16:07:57.575291
175.8531036376953,2023-07-25 16:07:58.783469
176.00070190429688,2023-07-25 16:07:59.996352
175.8737335205078,2023-07-25 16:08:01.202786
175.7858428955078,2023-07-25 16:08:02.416118
176.1566619873047,2023-07-25 16:08:03.635298
176.47897338867188,2023-07-25 16:08:04.848846
176.6165008544922,2023-07-25 16:08:06.061670
176.72438049316406,2023-07-25 16:08:07.275141
176.88638305664062,2023-07-25 16:08:08.487105
176.8569793701172,2023-07-25 16:08:09.701254
177.08236694335938,2023-07-25 16:08:10.912241
177.24655151367188,2023-07-25 16:08:12.124826
177.57081604003906,2023-07-25 16:08:13.335133
178.16217041015625,2023-07-25 16:08:14.549875
177.97103881835938,2023-07-25 16:08:15.756438
177.48155212402344,2023-07-25 16:08:16.965864
177.06707763671875,2023-07-25 16:08:18.178882
176.75880432128906,2023-07-25 16:08:19.390309
176.4041290283203,2023-07-25 16:08:20.604911
176.03582763671875,2023-07-25 16:08:21.811299
175.7842254638672,2023-07-25 16:08:23.026749
175.3149871826172,2023-07-25 16:08:24.240850
174.6134033203125,2023-07-25 16:08:25.456197
174.53138732910156,2023-07-25 16:08:26.663457
174.37342834472656,2023-07-25 16:08:27.873992
174.4992218017578,2023-07-25 16:08:29.089794
174.68955993652344,2023-07-25 16:08:30.297878
174.79270935058594,2023-07-25 16:08:31.508068
174.30072021484375,2023-07-25 16:08:32.717631
173.6620330810547,2023-07-25 16:08:33.927563
173.36956787109375,2023-07-25 16:08:35.136595
172.9824676513672,2023-07-25 16:08:36.350829
172.00088500976562,2023-07-25 16:08:37.561180
171.63265991210938,2023-07-25 16:08:38.774489
171.38009643554688,2023-07-25 16:08:39.981609
171.06951904296875,2023-07-25 16:08:41.195109
170.37442016601562,2023-07-25 16:08:42.411140
170.1902313232422,2023-07-25 16:08:43.622707
169.98866271972656,2023-07-25 16:08:44.831026
169.50083923339844,2023-07-25 16:08:46.046276
169.37539672851562,2023-07-25 16:08:47.254196
169.85398864746094,2023-07-25 16:08:48.464180
170.0928497314453,2023-07-25 16:08:49.678054
170.21778869628906,2023-07-25 16:08:50.887048
170.0194854736328,2023-07-25 16:08:52.097101
169.62709045410156,2023-07-25 16:08:53.307220
168.7264404296875,2023-07-25 16:08:54.516503
168.39535522460938,2023-07-25 16:08:55.727033
168.47132873535156,2023-07-25 16:08:56.941506
168.6141357421875,2023-07-25 16:08:58.153880
168.7711639404297,2023-07-25 16:08:59.362358
168.51702880859375,2023-07-25 16:09:00.572700
168.27059936523438,2023-07-25 16:09:01.785077
168.14102172851562,2023-07-25 16:09:02.995260
167.7699432373047,2023-07-25 16:09:04.207368
106.26419830322266,2023-07-25 16:09:05.417711
80.7657241821289,2023-07-25 16:09:06.631699
61.18256759643555,2023-07-25 16:09:07.848207
50.85600280761719,2023-07-25 16:09:09.066029
43.56842041015625,2023-07-25 16:09:10.282028
34.97207260131836,2023-07-25 16:09:11.492332
33.49699783325195,2023-07-25 16:09:12.706745
31.925277709960938,2023-07-25 16:09:13.915125
30.918928146362305,2023-07-25 16:09:15.123407
31.295969009399414,2023-07-25 16:09:16.339048
31.124004364013672,2023-07-25 16:09:17.550461
31.124155044555664,2023-07-25 16:09:18.756889
31.186309814453125,2023-07-25 16:09:19.972591
31.217517852783203,2023-07-25 16:09:21.185736
31.364051818847656,2023-07-25 16:09:22.392118
31.578933715820312,2023-07-25 16:09:23.607239
31.756929397583008,2023-07-25 16:09:24.824291
31.929655075073242,2023-07-25 16:09:26.041083
32.1379508972168,2023-07-25 16:09:27.252118
32.51007080078125,2023-07-25 16:09:28.461744
32.44670486450195,2023-07-25 16:09:29.673307
32.02452850341797,2023-07-25 16:09:30.885611
31.482942581176758,2023-07-25 16:09:32.097045
29.31406021118164,2023-07-25 16:09:33.309707
28.080278396606445,2023-07-25 16:09:34.520991
27.05730438232422,2023-07-25 16:09:35.730847
26.270814895629883,2023-07-25 16:09:36.945352
25.628467559814453,2023-07-25 16:09:38.161461
24.012981414794922,2023-07-25 16:09:39.372147
22.86595344543457,2023-07-25 16:09:40.587051
21.71915626525879,2023-07-25 16:09:41.795843
20.037572860717773,2023-07-25 16:09:43.004334
18.261991500854492,2023-07-25 16:09:44.217562
15.124374389648438,2023-07-25 16:09:45.431829
14.034759521484375,2023-07-25 16:09:46.645273
13.442607879638672,2023-07-25 16:09:47.857938
12.679764747619629,2023-07-25 16:09:49.069735
10.822104454040527,2023-07-25 16:09:50.281340
10.001307487487793,2023-07-25 16:09:51.493088
9.366703987121582,2023-07-25 16:09:52.704454
8.868627548217773,2023-07-25 16:09:53.916476
8.421812057495117,2023-07-25 16:09:55.133487
7.879159450531006,2023-07-25 16:09:56.347685
7.719992637634277,2023-07-25 16:09:57.553472
7.507867336273193,2023-07-25 16:09:58.765534
8.336630821228027,2023-07-25 16:09:59.976684
18.114849090576172,2023-07-25 16:10:01.187673
20.850887298583984,2023-07-25 16:10:02.395947
23.982421875,2023-07-25 16:10:03.606061
25.462890625,2023-07-25 16:10:04.813978
28.006362915039062,2023-07-25 16:10:06.025145
29.362201690673828,2023-07-25 16:10:07.237168
29.188499450683594,2023-07-25 16:10:08.449500
29.09238052368164,2023-07-25 16:10:09.661902
29.090559005737305,2023-07-25 16:10:10.870110
29.047155380249023,2023-07-25 16:10:12.087346
29.083892822265625,2023-07-25 16:10:13.295339
29.248371124267578,2023-07-25 16:10:14.536922
29.47735023498535,2023-07-25 16:10:15.747960
28.850358963012695,2023-07-25 16:10:16.964650
22.582731246948242,2023-07-25 16:10:18.173373
18.267181396484375,2023-07-25 16:10:19.384049
15.088164329528809,2023-07-25 16:10:20.592660
12.43659496307373,2023-07-25 16:10:21.803208
10.152137756347656,2023-07-25 16:10:23.018060
8.020723342895508,2023-07-25 16:10:24.230649
7.168210029602051,2023-07-25 16:10:25.444823
6.464871406555176,2023-07-25 16:10:26.657395
5.785200595855713,2023-07-25 16:10:27.874199
5.35452127456665,2023-07-25 16:10:29.085684
4.8825297355651855,2023-07-25 16:10:30.295005
4.677990436553955,2023-07-25 16:10:31.508901
4.466526031494141,2023-07-25 16:10:32.728066
4.218581676483154,2023-07-25 16:10:33.943519
3.7364730834960938,2023-07-25 16:10:35.160289
3.4987709522247314,2023-07-25 16:10:36.375642
3.2582099437713623,2023-07-25 16:10:37.584268
3.0399229526519775,2023-07-25 16:10:38.800629
2.9897162914276123,2023-07-25 16:10:40.011761
13.337416648864746,2023-07-25 16:10:41.228893
19.955842971801758,2023-07-25 16:10:42.441383
24.721111297607422,2023-07-25 16:10:43.654328
42.4399528503418,2023-07-25 16:10:44.868969
86.66937255859375,2023-07-25 16:10:46.081474
101.98187255859375,2023-07-25 16:10:47.292904
110.97029876708984,2023-07-25 16:10:48.499904
111.99040985107422,2023-07-25 16:10:49.707911
