start_time,Distance (in),Experiment,end_time,competing airflow,Fan,shroud,spacing (in),push filters,pull filters,filepath
2023-07-25 15:30:14.226661,4,"SmartAir QT3, round 2",2023-07-25 15:30:34.157628,,QT3,False,,QT3,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-25_11:16:20.358217.csv
2023-07-25 15:31:02.732325,2,"SmartAir QT3, round 2",2023-07-25 15:31:23.398030,,QT3,False,,QT3,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-25_11:16:20.358217.csv
2023-07-26 12:54:31.574379,2,"AirGo M, EPA12 filter",2023-07-26 12:54:55.314154,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 12:56:04.993511,4,"AirGo M, EPA12 filter",2023-07-26 12:57:16.289610,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 12:59:07.522343,6,"AirGo M, EPA12 filter",2023-07-26 12:59:41.222713,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:00:45.576864,8,"AirGo M, EPA12 filter",2023-07-26 13:01:23.222939,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:01:53.745246,10,"AirGo M, EPA12 filter",2023-07-26 13:02:43.242737,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:03:15.244961,12,"AirGo M, EPA12 filter",2023-07-26 13:04:02.921770,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:04:34.427850,14,"AirGo M, EPA12 filter",2023-07-26 13:05:37.553519,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:06:28.187942,16,"AirGo M, EPA12 filter",2023-07-26 13:07:03.574996,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:07:50.623289,18,"AirGo M, EPA12 filter",2023-07-26 13:08:49.711874,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:07:50.623289,18,"AirGo M, EPA12 filter",2023-07-26 13:08:49.711874,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:11:29.258464,20,"AirGo M, EPA12 filter",2023-07-26 13:12:10.053915,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:13:09.751878,22,"AirGo M, EPA12 filter",2023-07-26 13:13:49.284062,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:14:33.666100,24,"AirGo M, EPA12 filter",2023-07-26 13:15:23.054703,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:16:51.597197,2,"AirGo M, EPA12, 75% speed",2023-07-26 13:17:38.153866,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:19:27.112348,4,"AirGo M, EPA12, 75% speed",2023-07-26 13:19:52.086537,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:20:17.795838,6,"AirGo M, EPA12, 75% speed",2023-07-26 13:20:40.516902,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:21:16.774035,8,"AirGo M, EPA12, 75% speed",2023-07-26 13:21:44.697534,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:22:22.627601,10,"AirGo M, EPA12, 75% speed",2023-07-26 13:22:47.071562,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:23:21.586278,12,"AirGo M, EPA12, 75% speed",2023-07-26 13:23:47.082923,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:25:01.420232,14,"AirGo M, EPA12, 75% speed",2023-07-26 13:25:54.379520,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:26:40.296764,16,"AirGo M, EPA12, 75% speed",2023-07-26 13:27:14.036348,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:27:53.162047,18,"AirGo M, EPA12, 75% speed",2023-07-26 13:28:25.918834,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:29:23.379580,20,"AirGo M, EPA12, 75% speed",2023-07-26 13:30:13.507862,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:30:42.425406,22,"AirGo M, EPA12, 75% speed",2023-07-26 13:31:12.961492,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:30:42.425406,22,"AirGo M, EPA12, 75% speed",2023-07-26 13:31:12.961492,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-26 13:32:04.097571,24,"AirGo M, EPA12, 75% speed",2023-07-26 13:32:34.783689,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-26_08:52:19.021654.csv
2023-07-30 17:08:17.108422,2,"AirGo M, EPA12, 50% speed",2023-07-30 17:08:52.092228,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv
2023-07-30 17:09:37.136476,4,"AirGo M, EPA12, 50% speed",2023-07-30 17:10:14.873667,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv
2023-07-30 17:11:21.926339,6,"AirGo M, EPA12, 50% speed",2023-07-30 17:11:48.899695,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv
2023-07-30 17:12:28.178090,8,"AirGo M, EPA12, 50% speed",2023-07-30 17:12:56.381070,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv
2023-07-30 17:12:28.178090,8,"AirGo M, EPA12, 50% speed",2023-07-30 17:12:56.381070,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv
2023-07-30 17:13:26.024284,10,"AirGo M, EPA12, 50% speed",2023-07-30 17:13:56.971600,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv
2023-07-30 17:14:41.265140,12,"AirGo M, EPA12, 50% speed",2023-07-30 17:15:23.968237,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv
2023-07-30 17:15:50.503130,14,"AirGo M, EPA12, 50% speed",2023-07-30 17:16:27.083860,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv
2023-07-30 17:15:50.503130,14,"AirGo M, EPA12, 50% speed",2023-07-30 17:16:27.083860,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv
2023-07-30 17:16:56.399028,16,"AirGo M, EPA12, 50% speed",2023-07-30 17:17:29.126929,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv
2023-07-30 17:18:03.146933,18,"AirGo M, EPA12, 50% speed",2023-07-30 17:18:32.447974,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv
2023-07-30 17:19:15.078489,20,"AirGo M, EPA12, 50% speed",2023-07-30 17:19:56.160321,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv
2023-07-30 17:20:33.635770,22,"AirGo M, EPA12, 50% speed",2023-07-30 17:21:07.723323,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv
2023-07-30 17:22:04.782697,24,"AirGo M, EPA12, 50% speed",2023-07-30 17:22:51.805173,,QT3,False,,EPA 12,,/Users/eugaddan/Developer/breathesafe/python/air_cleaner_data/2023-07-30_13:05:26.649130.csv

